17,"Renée Zellweger, Gemma Jones, Jim Broadbent",2 wins & 6 nominations,"$24,252,420","United States, France, China, United Kingdom, Japan",Sharon Maguire,13 Dec 2016,"Comedy, Drama, Romance",tt1473832,6.5,"76,168","English, Italian",http://167.114.174.132:9092/movies/Batch212/Bridget.Jones%27s.Baby.2016.720p.BluRay.x264-%5BYTS.AG%5D.mp4,59,"Forty-something and single again, Bridget decides to focus on her job and surround herself with friends. Then she discovers that she is pregnant--but she is only 50% sure of the baby's father's identity.",https://m.media-amazon.com/images/M/MV5BZTNjZTE2YzEtZDJkNi00ZjBmLTlhNzUtZmUxMzZmODdjOTUzXkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_SX300.jpg,N/A,R,16 Sep 2016,True,123 min,http://167.114.174.132:9092/movies/Batch212/Bridget.Jones%27s.Baby.2016.720p.BluRay.x264-%5BYTS.AG%5D.srt,Bridget Jones's Baby,movie,N/A,"Helen Fielding, Dan Mazer, Emma Thompson",2016
18,"Scott Adkins, Stu Bennett, Daniel Caltagirone",N/A,N/A,"United Kingdom, United States",James Nunn,06 Dec 2016,"Action, Thriller",tt4587366,5.5,"4,480",English,http://167.114.174.132:9092/movies/Batch212/Eliminators.2016.720p.BluRay.x264-%5BYTS.AG%5D.mp4,N/A,"Thomas, widower and ex federal agent, hides in London with his daughter. 3 men break in. Thomas kills them. His photo ends on TV. A US crime boss sends a killer to London.",https://m.media-amazon.com/images/M/MV5BNzY2MmRjOGMtNzBlYS00M2FmLThhMmItNzUyNDNkNDZkZjVhL2ltYWdlXkEyXkFqcGdeQXVyMjI4MjA3NDY@._V1_SX300.jpg,N/A,R,09 Dec 2016,True,94 min,http://167.114.174.132:9092/movies/Batch212/Eliminators.2016.720p.BluRay.x264-%5BYTS.AG%5D.srt,Eliminators,movie,N/A,"Nathan Brookes, Bobby Lee Darby",2016
19,"Usain Bolt, Nugent Walker Jr., Ricky Simms",1 win & 2 nominations,N/A,United Kingdom,"Ben Turner, Gabe Turner",29 Nov 2016,"Documentary, Biography, Sport",tt4647900,7.1,"3,537",English,http://167.114.174.132:9092/movies/Batch212/I.Am.Bolt.2016.720p.BluRay.x264-%5BYTS.AG%5D.mp4,64,"The legacy of the fastest man in history, Usain Bolt.",https://m.media-amazon.com/images/M/MV5BNDhiNDEwYTQtNzY5MC00YWIwLWI5YjgtYzUxYTViMTFlNjdhXkEyXkFqcGdeQXVyMTE2ODA5Nzk@._V1_SX300.jpg,N/A,PG,28 Nov 2016,True,107 min,http://167.114.174.132:9092/movies/Batch212/I.Am.Bolt.2016.720p.BluRay.x264-%5BYTS.AG%5D.srt,I Am Bolt,movie,N/A,N/A,2016
20,"Eva Green, Asa Butterfield, Samuel L. Jackson",2 wins & 12 nominations,"$87,242,834","United States, United Kingdom, Belgium, Canada",Tim Burton,13 Dec 2016,"Adventure, Drama, Family",tt1935859,6.7,"173,304",English,http://167.114.174.132:9092/movies/Batch212/Miss.Peregrine%27s.Home.For.Peculiar.Children.2016.720p.BluRay.x264-%5BYTS.AG%5D.mp4,57,"When Jacob (Asa Butterfield) discovers clues to a mystery that stretches across time, he finds Miss Peregrine's Home for Peculiar Children. But the danger deepens after he gets to know the residents and learns about their special ...",https://m.media-amazon.com/images/M/MV5BMTU0Nzc5NzI5NV5BMl5BanBnXkFtZTgwNTk1MDE4MDI@._V1_SX300.jpg,N/A,PG-13,30 Sep 2016,True,127 min,http://167.114.174.132:9092/movies/Batch212/Miss.Peregrine%27s.Home.For.Peculiar.Children.2016.720p.BluRay.x264-%5BYTS.AG%5D.srt,Miss Peregrine's Home for Peculiar Children,movie,N/A,"Ransom Riggs, Jane Goldman",2016
21,"Kate Mara, Anya Taylor-Joy, Rose Leslie",2 nominations,"$3,915,251",United States,Luke Scott,13 Dec 2016,"Action, Horror, Sci-Fi",tt4520364,5.8,"43,535","English, Mandarin",http://167.114.174.132:9092/movies/Batch212/Morgan.2016.720p.BluRay.x264-%5BYTS.AG%5D.mp4,48,A corporate risk-management consultant must decide whether or not to terminate an artificially created humanoid being.,https://m.media-amazon.com/images/M/MV5BMjA1MjYyNDkxN15BMl5BanBnXkFtZTgwMTgxODAwOTE@._V1_SX300.jpg,N/A,R,02 Sep 2016,True,92 min,http://167.114.174.132:9092/movies/Batch212/Morgan.2016.720p.BluRay.x264-%5BYTS.AG%5D.srt,Morgan,movie,N/A,Seth W. Owen,2016
22,"Billie Joe Armstrong, Fred Armisen, Judy Greer",N/A,N/A,United States,Lee Kirk,N/A,"Comedy, Drama, Music",tt4189494,5.5,"3,156",English,http://167.114.174.132:9092/movies/Batch212/Ordinary.World.2016.720p.BluRay.x264-%5BYTS.AG%5D.mp4,55,An aging punk rocker copes with life after rock.,https://m.media-amazon.com/images/M/MV5BMjI4MDM4MTU0Ml5BMl5BanBnXkFtZTgwMTg4NzgwMDI@._V1_SX300.jpg,N/A,Not Rated,14 Oct 2016,True,86 min,http://167.114.174.132:9092/movies/Batch212/Ordinary.World.2016.720p.BluRay.x264-%5BYTS.AG%5D.srt,Ordinary World,movie,N/A,Lee Kirk,2016
23,"Tika Sumpter, Parker Sawyers, Vanessa Bell Calloway",3 wins & 12 nominations,"$6,304,223",United States,Richard Tanne,13 Dec 2016,"Biography, Drama, History",tt4258698,6.3,"11,097",English,http://167.114.174.132:9092/movies/Batch212/Southside.With.You.2016.720p.BluRay.x264-%5BYTS.AG%5D.mp4,74,"Chronicles the 1989 summer afternoon when the future President of the United States, Barack Obama, wooed his future First Lady, Michelle Obama, on a first date across Chicago's South Side.",https://m.media-amazon.com/images/M/MV5BMjI3MTQ3NzE5NV5BMl5BanBnXkFtZTgwMjgzOTMxOTE@._V1_SX300.jpg,N/A,PG-13,26 Aug 2016,True,84 min,http://167.114.174.132:9092/movies/Batch212/Southside.With.You.2016.720p.BluRay.x264-%5BYTS.AG%5D.srt,Southside with You,movie,N/A,Richard Tanne,2016
24,"Andy Samberg, Katie Crown, Kelsey Grammer",5 wins & 4 nominations,"$72,800,603",United States,"Nicholas Stoller, Doug Sweetland",20 Dec 2016,"Animation, Adventure, Comedy",tt4624424,6.8,"62,626",English,http://167.114.174.132:9092/movies/Batch212/Storks.2016.720p.BluRay.x264-%5BYTS.AG%5D.mp4,56,"Storks have moved on from delivering babies to packages. But when an order for a baby appears, the best delivery stork must scramble to fix the error by delivering the baby.",https://m.media-amazon.com/images/M/MV5BMTYxNjI3MzcwMF5BMl5BanBnXkFtZTgwOTIyNDY5OTE@._V1_SX300.jpg,N/A,PG,23 Sep 2016,True,87 min,http://167.114.174.132:9092/movies/Batch212/Storks.2016.720p.BluRay.x264-%5BYTS.AG%5D.srt,Storks,movie,N/A,Nicholas Stoller,2016
25,"Tom Hanks, Aaron Eckhart, Laura Linney",Nominated for 1 Oscar. 14 wins & 36 nominations total,"$125,070,033",United States,Clint Eastwood,20 Dec 2016,"Biography, Drama",tt3263904,7.4,"272,115",English,http://167.114.174.132:9092/movies/Batch212/Sully.2016.720p.BluRay.x264-%5BYTS.AG%5D.mp4,74,"When pilot Chesley ""Sully"" Sullenberger lands his damaged plane on the Hudson River in order to save the flight's passengers and crew, some consider him a hero while others think he was reckless.",https://m.media-amazon.com/images/M/MV5BY2NmZDAwM2QtZmFiMS00OTJlLTgxMTItZDMyZmVhYjE1MDY3XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,N/A,PG-13,09 Sep 2016,True,96 min,http://167.114.174.132:9092/movies/Batch212/Sully.2016.720p.BluRay.x264-%5BYTS.AG%5D.srt,Sully,movie,N/A,"Todd Komarnicki, Chesley Sullenberger, Jeffrey Zaslow",2016
26,"Zoe Saldana, Karl Urban, Chris Pine",2 wins,"$80,141","Canada, United States",Adam Nimoy,20 Dec 2016,"Documentary, Biography",tt4572820,7.6,"4,536",English,http://167.114.174.132:9092/movies/Batch213/For.The.Love.Of.Spock.2016.720p.BluRay.x264-%5BYTS.AG%5D.mp4,74,An examination of the enduring appeal of Leonard Nimoy and his portrayal of Spock in Star Trek: The Original Series (1966).,https://m.media-amazon.com/images/M/MV5BMjM2Mjg4Mjk5Nl5BMl5BanBnXkFtZTgwMTE1OTE5OTE@._V1_SX300.jpg,N/A,Not Rated,09 Sep 2016,True,111 min,http://167.114.174.132:9092/movies/Batch213/For.The.Love.Of.Spock.2016.720p.BluRay.x264-%5BYTS.AG%5D.srt,For the Love of Spock,movie,N/A,N/A,2016
27,"Shawn C. Phillips, R.A. Mihailoff, Melantha Blackthorne",3 wins & 6 nominations,N/A,United States,Jason Hull,25 Oct 2016,"Action, Horror, Thriller",tt3527772,1.6,595,English,http://167.114.174.132:9092/movies/Batch213/Krampus.The.Devil.Returns.2016.720p.BluRay.x264-%5BYTS.AG%5D.mp4,N/A,"Five years after the murder of his wife and disappearance of his daughter, former police officer Jeremy Duffin is brought back to help in the hunt for a yuletide monster that punishes children that have been ""naughty."" As the mons...",https://m.media-amazon.com/images/M/MV5BMzA0OTYyNjMxNV5BMl5BanBnXkFtZTgwNjQ5NTY4NDE@._V1_SX300.jpg,N/A,Not Rated,04 Oct 2016,True,83 min,http://167.114.174.132:9092/movies/Batch213/Krampus.The.Devil.Returns.2016.720p.BluRay.x264-%5BYTS.AG%5D.srt,Krampus: The Devil Returns,movie,N/A,"Jason Hull, A.J. Leslie",2016
28,"Joseph Gordon-Levitt, Shailene Woodley, Melissa Leo",4 wins & 7 nominations,"$21,587,519","United Kingdom, France, Germany, United States",Oliver Stone,27 Dec 2016,"Biography, Crime, Drama",tt3774114,7.3,"152,696","English, American Sign , Russian",http://167.114.174.132:9092/movies/Batch213/Snowden.2016.720p.BluRay.x264-%5BYTS.AG%5D.mp4,58,"The NSA's illegal surveillance techniques are leaked to the public by one of the agency's employees, Edward Snowden, in the form of thousands of classified documents distributed to the press.",https://m.media-amazon.com/images/M/MV5BMTg2MzYzNzgzOF5BMl5BanBnXkFtZTgwOTg4NzQ4OTE@._V1_SX300.jpg,N/A,R,16 Sep 2016,True,134 min,http://167.114.174.132:9092/movies/Batch213/Snowden.2016.720p.BluRay.x264-%5BYTS.AG%5D.srt,Snowden,movie,N/A,"Kieran Fitzgerald, Oliver Stone, Luke Harding",2016
29,"Mikkel Bang, Shin Biyajima, Ben Ferguson",N/A,N/A,"Austria, French Polynesia, Japan, Russia, United States",Jon Klaczkiewicz,03 Oct 2016,"Documentary, Action, Adventure",tt5226436,7.0,"1,474",English,http://167.114.174.132:9092/movies/Batch213/The.Fourth.Phase.2016.720p.BluRay.x264-%5BYTS.AG%5D.mp4,N/A,"From the innovators of ""The Art Of FLIGHT"" (2011) comes a documentary about the iconic snowboarder Travis Rice. The production of the movie started in 2013.",https://m.media-amazon.com/images/M/MV5BOGVhNjUwYTItYmI2NS00ZGI1LWE5ZDQtMWVjMTIyODAzMDI4XkEyXkFqcGdeQXVyMjQ3NzUxOTM@._V1_SX300.jpg,N/A,Not Rated,02 Oct 2016,True,90 min,http://167.114.174.132:9092/movies/Batch213/The.Fourth.Phase.2016.720p.BluRay.x264-%5BYTS.AG%5D.srt,The Fourth Phase,movie,N/A,Melissa Larsen,2016
30,"Denzel Washington, Chris Pratt, Ethan Hawke",5 wins & 12 nominations,"$93,432,655","United States, Australia",Antoine Fuqua,20 Dec 2016,"Action, Adventure, Western",tt2404435,6.8,"212,416","English, North American Indian, Spanish",http://167.114.174.132:9092/movies/Batch213/The.Magnificent.Seven.2016.720p.BluRay.x264-%5BYTS.AG%5D.mp4,54,Seven gunmen from a variety of backgrounds are brought together by a vengeful young widow to protect her town from the private army of a destructive industrialist.,https://m.media-amazon.com/images/M/MV5BMTUzNTc0NTAyM15BMl5BanBnXkFtZTgwMTk1ODA5OTE@._V1_SX300.jpg,N/A,PG-13,23 Sep 2016,True,132 min,http://167.114.174.132:9092/movies/Batch213/The.Magnificent.Seven.2016.720p.BluRay.x264-%5BYTS.AG%5D.srt,The Magnificent Seven,movie,N/A,"Akira Kurosawa, Shinobu Hashimoto, Hideo Oguni",2016
31,"Malcolm McDowell, Richard Brake, Jeff Daniel Phillips",2 wins & 8 nominations,"$779,820","United Kingdom, United States",Rob Zombie,20 Dec 2016,"Horror, Thriller",tt3835080,5.1,"21,181","English, Spanish, German",http://167.114.174.132:9092/movies/Batch214/31.2016.720p.BluRay.x264-%5BYTS.AG%5D.mp4,35,"Five carnival workers are kidnapped and held hostage in an abandoned, hellish compound where they are forced to participate in a violent game, the goal of which is to survive twelve hours against a gang of sadistic clowns.",https://m.media-amazon.com/images/M/MV5BNTE0NTMzNjE0NV5BMl5BanBnXkFtZTgwMzM4NTM3OTE@._V1_SX300.jpg,N/A,R,16 Sep 2016,True,102 min,http://167.114.174.132:9092/movies/Batch214/31.2016.720p.BluRay.x264-%5BYTS.AG%5D.srt,31,movie,N/A,Rob Zombie,2016
32,"Sasha Lane, Shia LaBeouf, Riley Keough",Nominated for 1 BAFTA Award13 wins & 44 nominations total,"$663,246","United Kingdom, United States",Andrea Arnold,27 Dec 2016,"Adventure, Drama, Romance",tt3721936,7.0,"43,358",English,http://167.114.174.132:9092/movies/Batch214/American.Honey.2016.720p.BluRay.x264-%5BYTS.AG%5D.mp4,79,"A teenage girl with nothing to lose joins a traveling magazine sales crew, and gets caught up in a whirlwind of hard partying, law bending and young love as she criss-crosses the Midwest with a band of misfits.",https://m.media-amazon.com/images/M/MV5BMTk1MDQxNDQzMV5BMl5BanBnXkFtZTgwNDY1MDQ3OTE@._V1_SX300.jpg,N/A,R,14 Oct 2016,True,163 min,http://167.114.174.132:9092/movies/Batch214/American.Honey.2016.720p.BluRay.x264-%5BYTS.AG%5D.srt,American Honey,movie,N/A,"Andrea Arnold, Ian Urbina",2016
33,"James Allen McCune, Callie Hernandez, Corbin Reid",3 wins & 7 nominations,"$20,777,061","Canada, United States",Adam Wingard,03 Jan 2017,"Horror, Mystery, Thriller",tt1540011,5.0,"46,594",English,http://167.114.174.132:9092/movies/Batch214/Blair.Witch.2016.720p.BluRay.x264-%5BYTS.AG%5D.mp4,47,"After discovering a video showing what he believes to be his vanished sister Heather, James and a group of friends head to the forest believed to be inhabited by the Blair Witch.",https://m.media-amazon.com/images/M/MV5BMjI0NTEyMjA3NV5BMl5BanBnXkFtZTgwODk5OTU4OTE@._V1_SX300.jpg,N/A,R,16 Sep 2016,True,89 min,http://167.114.174.132:9092/movies/Batch214/Blair.Witch.2016.720p.BluRay.x264-%5BYTS.AG%5D.srt,Blair Witch,movie,N/A,Simon Barrett,2016
